id,sender_id,receiver_id,amount,start_time
133,10527,1762,97893,120183
134,341,6947,100266,121551
135,11938,395,98968,122846
136,11220,10477,99799,124020
137,6344,2454,99796,124830
138,7567,3511,99992,125058
139,3589,3223,99259,126098
140,9761,11985,98597,126156
141,11448,6616,98534,127446
142,10391,3940,99897,127473
143,2650,7721,99607,128172
144,9757,10248,100924,128950
145,2856,12484,100800,129248
146,420,7341,99289,129873
147,4841,12329,98252,131058
148,1060,5946,98080,131173
149,10617,8246,101546,131786
150,9969,9573,100673,133655
151,3609,5579,100444,134723
152,8151,146,100436,134804
153,7852,238,99534,135680
154,5967,7462,99700,135708
155,12474,9822,99974,136197
156,9719,10880,100353,136794
157,7616,6220,99690,136884
158,10450,12900,101366,139234
159,12938,482,101189,139272
160,1634,9356,101523,139282
161,7921,7008,100228,141490
162,10357,6643,100237,141647
163,1012,2052,98803,143465
164,8099,9056,100120,148065
165,11205,9253,100861,148372
166,11831,13009,101411,148659
167,8315,2256,98956,150860
168,10573,11379,100130,151166
169,8428,10658,98292,151496
170,12783,12903,100827,152258
171,6527,4091,100200,152390
172,4769,11984,99428,153108
173,2974,12216,101094,153770
174,11593,8458,98074,154164
175,11540,11183,100148,154888
176,8981,3475,101023,155877
177,6479,3774,100178,156105
178,4052,10664,101243,158586
179,6802,5549,99507,161561
180,4831,773,100116,163421
181,4929,11973,98757,163557
182,1138,5292,99351,163934
183,1966,2274,100312,164041
184,5381,12402,99578,164245
185,5717,9132,99519,166359
186,7471,6225,98882,166417
187,3584,2977,100147,166566
188,6470,10131,98677,166758
189,7591,7426,102229,166927
190,12699,3958,100218,167832
191,8157,421,99474,168047
192,850,890,101025,168517
193,4161,12691,98851,171622
194,12657,5410,99310,173360
195,2160,8231,101498,173417
196,6205,4275,101220,174094
197,2723,9499,99098,174673
198,5951,7983,99590,174683
199,1456,9866,98876,179788
200,12808,2157,99801,180201
201,8269,6816,99758,182242
202,1624,1816,101968,183362
203,11334,10021,99104,183867
204,298,11228,100759,185527
205,5865,164,101070,186927
206,5845,7518,101124,186932
207,1361,6303,100882,187762
208,10805,8101,99414,188881
209,10576,7527,99164,189430
210,7293,10482,100547,189864
211,3220,11136,100821,190151
212,3768,8012,99256,190709
213,6821,10509,98473,190745
214,2780,10977,99712,191114
215,12705,9540,99532,191315
216,2786,7043,99360,191468
217,6418,4906,100234,192546
218,10406,8979,100743,192778
219,7830,11936,101296,193507
220,7207,904,99744,195307
221,6307,5664,100691,195413
222,9187,367,99239,195547
223,4890,12700,99422,196069
224,2636,12165,101176,196586
225,5808,1909,101197,197007
226,2455,617,99267,198410
227,11752,2742,100249,200086
228,9745,12494,98596,200995
229,12078,3844,100500,201074
230,5537,12041,99347,201131
231,10292,10868,99249,201758
232,5141,1071,99048,201841
233,991,11771,99726,203117
234,6905,5825,102730,203258
235,2621,2686,99621,205137
236,6609,7398,100657,205578
237,11714,1406,100189,206495
238,1386,10201,101784,206540
239,11970,10241,102088,207417
240,9629,5030,99541,208217
241,5846,2818,101574,210087
242,9406,10615,99445,212067
243,12778,257,100692,213286
244,5246,8446,99253,214548
245,9687,12847,100645,214807
246,9483,10818,102821,216034
247,425,10156,99360,216584
248,10023,2303,100832,217533
249,7775,5229,100947,217596
250,40,9171,99364,219863
251,9410,3113,98955,219962
252,2866,4638,100551,222107
253,2324,7067,99386,222331
254,1800,1589,100883,223282
255,12360,4217,99948,223906
256,5778,906,100339,224461
257,7788,4498,101339,224764
258,2881,4076,100908,225141
259,5269,8156,100680,225940
260,5825,5857,99807,226550
261,1344,8538,99815,226690
262,11831,2087,100984,228145
263,12844,6567,99996,228626
264,10967,6275,100198,229477
265,10576,12267,100036,229568
266,2530,1672,100467,229857
267,12528,9117,101400,232798
268,12346,11150,101468,234618
269,2343,103,99208,234682
270,4191,5713,99785,235261
271,7644,3327,100320,236214
272,6217,6927,100106,238842
273,9681,11658,99898,239122
274,11147,8516,101827,240272
275,885,5178,100123,241040
276,2466,11618,99031,241149
277,7310,1877,101026,241315
278,7345,33,98489,242884
279,11773,9053,99271,243040
280,8428,8477,99692,243428
281,4046,2245,99892,245923
282,3141,11041,100672,249620
283,1259,4168,101809,250364
284,4880,3669,99567,251330
285,5946,3279,101299,252639
286,5633,78,101253,253039
287,405,9074,99903,253336
288,10517,7701,99481,254121
289,11203,6348,100740,255784
290,2399,12142,98499,258068
291,7215,5804,100791,258716
292,3630,5853,100634,259863
293,5075,2969,99475,260429
294,12211,3827,100542,261941
295,9897,2273,99732,263417
296,1881,7350,99183,264618
297,5538,8958,99161,264651
298,9009,6273,100123,265203
299,6994,4839,99560,266219
300,750,3073,98964,267447
301,5056,7984,102204,267628
302,2211,7246,100339,268349
303,1774,11389,99366,272380
304,6022,12264,98129,273067
305,9018,2101,98758,274827
306,3407,11014,100189,276438
307,8760,5551,102482,276446
308,1892,9265,102531,276798
309,2479,11185,100405,278478
310,8242,9384,99719,282788
311,12788,12339,101615,282789
312,1974,6128,100601,283622
313,7303,6098,99867,284674
314,7797,826,99541,286064
315,6398,7538,100737,286446
316,842,6353,101530,286559
317,1319,8115,99431,288939
318,3703,8370,100178,290154
319,2927,8697,99793,290249
320,2448,50,99483,291835
321,9953,6348,101469,292527
322,370,1139,99454,292787
323,121,5645,99920,292948
324,6112,7803,99942,293401
325,9600,10076,100799,295938
326,11569,8772,98771,296219
327,5675,11854,99397,299784
328,12371,33,99283,300256
329,11014,12947,100099,301309
330,404,10605,99434,302305
331,4297,12763,99314,304049
332,9218,4622,99312,304731
333,6187,6877,99466,305188
334,4806,9615,99874,306485
335,927,6206,99389,307426
336,11528,9139,101090,307952
337,71,3498,99573,309334
338,5440,11233,99237,310034
339,5702,12568,99126,310288
340,8757,1921,99855,311789
341,9970,1868,99634,311994
342,10370,9921,99482,313454
343,4427,3777,98679,314624
344,217,5049,98483,315103
345,12286,8579,99559,315981
346,1985,5524,99796,317035
347,9900,5239,99591,317760
348,7259,3791,100097,317800
349,9724,915,99811,318156
350,4543,11173,99816,318828
351,10322,7021,100963,319124
352,5811,1244,99145,319443
353,5158,4272,100327,319825
354,2864,6448,100876,319979
355,12901,1224,99770,320234
356,5022,4662,98900,320980
357,10211,989,100917,321043
358,12376,9421,99475,321376
359,6360,6868,99014,322158
360,7217,3250,99313,323263
361,12245,4241,99971,323914
362,11578,1058,99525,325352
363,1958,6108,98573,326443
364,539,12353,98848,326480
365,6615,9028,100363,326769
366,5601,8433,99388,327536
367,4588,518,99592,327579
368,2516,8246,101169,327632
369,10615,7873,100767,328875
370,8034,2101,101980,330756
371,11338,5908,101031,331075
372,8538,11038,99447,334106
373,1101,662,98470,334829
374,824,838,98728,336822
375,3765,1062,96845,337342
376,1633,12551,100151,339183
377,2264,563,99768,339621
378,3115,5234,100584,343251
379,9181,4487,98579,345926
380,3068,10762,100172,347078
381,3377,844,101095,348209
382,9126,7932,99922,349527
383,157,3297,102402,349836
384,10599,9032,100062,349975
385,10239,10961,101900,351176
386,6913,10889,100191,351525
387,12380,11355,99268,352913
388,838,6744,99353,354663
389,8130,11473,99802,354737
390,7787,5162,99305,355717
391,6656,11125,99414,357079
392,11499,5406,98183,357201
393,8385,2953,101107,358491
394,3115,11652,99689,358667
395,6137,10993,100320,360663
396,12537,2836,101211,361568
397,5353,7794,101733,362362
398,770,3875,100776,365322
399,6698,6957,99200,366358
400,9797,8600,99979,366755
401,5649,11939,100338,367806
402,11127,11883,99442,369535
403,9553,11443,98792,371916
404,1599,1099,99850,372496
405,6843,1649,100135,376001
406,469,3049,100430,377553
407,8548,157,98640,379486
408,278,12114,99394,379833
409,7123,12087,100034,381752
410,5916,9386,100701,382058
411,6313,3972,99797,384253
412,3180,1168,100451,385443
413,1743,936,100430,387400
414,9798,5910,99697,388792
415,4018,1041,98262,389973
416,5799,8318,98790,390568
417,4532,9164,100390,391291
418,9071,7907,98748,391454
419,12915,9899,100379,392722
420,11764,8423,100704,392916
421,7985,5088,99078,393684
422,10610,8425,98433,395111
423,6198,5564,99031,398277
424,4858,10940,99446,399192
425,8817,8963,99799,399420
426,1147,2156,99228,400039
427,6991,2584,101758,402066
428,9432,10421,100541,403920
429,2363,5574,100749,405448
430,8549,5728,101225,405672
431,5090,6890,99884,406345
432,11332,11361,101070,407494
433,6567,11700,101052,409376
434,2483,9770,99765,410475
435,1630,4480,98806,410557
436,8267,11556,100376,411546
437,4769,12443,100159,413210
438,2574,11442,98861,413620
439,11174,12907,99507,414565
440,12917,11019,101376,414754
441,1467,970,98225,416906
442,1605,12448,99570,417440
443,3486,12893,99575,417551
444,6006,1252,98102,419066
445,1430,6339,98146,419459
446,3409,1354,100239,419481
447,8809,10684,98735,419996
448,8923,12586,98847,423653
449,6570,1597,99165,425414
450,11573,3168,99432,425783
451,1836,9,99945,426191
452,1891,5483,100650,428457
453,1683,11360,100707,428760
454,6122,1593,99180,429211
455,2917,3586,100383,433227
456,5035,10179,99770,433520
457,120,11515,97612,434027
458,3872,2598,99598,434238
459,1510,1537,100379,435345
460,9682,8970,98531,435623
461,4451,8109,100508,437265
462,4262,7169,99826,439389
463,12769,5984,101485,440593
464,3303,11294,100386,441153
465,2594,4971,98365,441978
466,1032,7,100588,443331
467,1740,8002,100990,447288
468,109,11548,100396,447987
469,756,3004,98813,448060
470,2407,4618,100483,452110
471,995,11889,98102,452586
472,10152,5412,102175,454281
473,8364,6294,101141,456473
474,10243,3437,98858,456928
475,3589,7863,100536,457214
476,5111,2391,100549,458777
477,12391,8393,99763,459770
478,8964,3481,99272,459916
479,4087,5863,98731,460006
480,2836,7383,100028,461176
481,3692,7791,101536,461874
482,7052,7191,99178,464541
483,9209,11224,99926,465701
484,3423,12220,99962,465970
485,8555,8595,99131,467435
486,2742,12691,97872,467545
487,11821,5060,101002,468216
488,4413,304,98065,468985
489,8242,5082,101205,469974
490,8828,6030,99131,470798
491,623,4659,102438,471881
492,12175,9256,101650,475772
493,7464,5738,101394,476006
494,489,2034,98688,476011
495,12685,3606,100253,476127
496,9992,9254,100051,476923
497,10203,10422,101830,478406
498,12120,1362,100057,478730
499,6583,11961,101077,481170
500,7803,5529,100503,483433
501,8176,12657,99730,483766
502,917,12673,99879,483780
503,1518,12645,99799,484023
504,10952,5004,100457,484691
505,3769,4511,99089,485368
506,3302,867,100188,486661
507,10363,337,99988,486696
508,3660,8892,99574,487096
509,2316,10364,99519,487124
510,4006,1305,97924,490159
511,5130,11554,100047,490751
512,4850,4323,100612,491359
513,3039,7875,101516,492673
514,4349,7836,99448,493421
515,10080,5427,98791,493869
516,11191,11909,100000,493928
517,3812,75,99719,494386
518,724,5301,99234,494826
519,11524,12409,99710,495028
520,3620,7599,96946,496059
521,12194,1447,101504,496636
522,11085,10427,100543,497222
523,5196,1321,99857,497322
524,12638,7101,99586,499701
525,7905,11587,100804,500878
526,2031,9985,99699,501877
527,4666,2740,98043,505713
528,2080,6102,98918,505800
529,12601,2151,99476,506698
530,8991,10014,98180,508764
531,11193,3183,102318,509420
532,448,2624,102218,511409
533,1627,12805,98860,511721
534,2912,2145,99133,511767
535,3336,3621,101366,512798
536,3834,3617,99120,513690
537,6425,4951,100923,514355
538,6455,7067,98655,514693
539,3762,1733,100567,515787
540,12205,11211,100427,518492
541,4635,12176,98170,519007
542,3573,11117,100505,519211
543,9510,5752,98810,519715
544,12327,3509,102905,523036
545,9400,8391,99985,524210
546,12591,4024,99752,525210
547,1616,8612,99875,527691
548,772,12041,99268,528316
549,1492,10497,99845,532917
550,3125,12777,100783,537510
551,1193,2308,100959,537668
552,3005,8077,100394,540403
553,6508,11561,98704,541103
554,12332,8226,99681,541673
555,12031,6090,100387,542429
556,2056,10936,100902,542444
557,2490,8776,101142,542674
558,4185,4140,99605,542954
559,12567,3803,99473,543368
560,11320,4296,100243,544519
561,11503,1566,100137,545818
562,11803,5724,101046,545845
563,4778,10420,101028,547293
564,8713,2579,100484,549570
565,4353,5905,100186,551737
566,6585,2360,99776,552885
567,2717,6770,100300,553064
568,10733,2142,99189,553260
569,12257,12619,101508,553804
570,3380,10781,99249,556910
571,4086,1050,102359,557418
572,2921,8850,99351,558257
573,6142,8668,101083,558976
574,5331,12491,100034,559439
575,8363,8745,98658,559556
576,11655,11062,99288,560077
577,8809,9677,98750,561071
578,4091,3036,101468,563180
579,12014,3312,100622,564352
580,13,11378,101681,565422
581,2160,10973,99242,565942
582,11140,9484,100924,568170
583,7040,360,100375,571144
584,7930,8964,101597,571329
585,5399,8456,98765,571978
586,4209,11387,101110,573030
587,7578,11008,101314,574051
588,7523,9338,98365,577450
589,8052,2004,100827,579162
590,4046,4551,97954,580307
591,7186,3076,98999,581775
592,6616,7434,99326,582954
593,12314,1548,99606,583290
594,12318,496,102010,583378
595,10845,2634,100936,585642
596,9185,3905,100478,586392
597,10897,8462,101185,586542
598,3011,4210,101411,586827
599,12971,11003,100076,587418
600,4295,5121,99772,587716
601,729,8470,99374,589627
602,3836,8046,100246,592482
603,7042,7983,98606,592799
604,12223,6419,99758,593036
605,6928,10802,99468,593136
606,8218,5011,98986,594492
607,3124,5078,100875,594866
608,7643,4733,100235,595004
609,7262,1369,99609,596176
610,1645,10978,99427,596216
611,8099,3143,101031,596659
612,12702,11137,100507,598263
613,4775,10547,101143,598309
614,5966,154,99580,601033
615,12324,8055,100327,601838
616,424,6800,99190,602671
617,6942,6407,99558,604801
618,4252,12536,100605,605048
619,9721,10405,100012,605335
620,1082,11105,102319,606679
621,12082,6706,97522,606953
622,12833,5021,99977,609624
623,11323,5086,99053,610968
624,8057,12959,100056,612593
625,12409,3304,99367,613132
626,11917,4872,100918,615118
627,7847,4587,98993,615771
628,3836,5344,102365,617097
629,7920,8338,101473,617364
630,665,5043,99969,618166
631,5360,12542,98294,620023
632,7835,2825,99894,621011
633,3869,3911,100797,622652
634,908,6259,99886,622702
635,6725,1957,99827,623142
636,12431,9265,99928,624184
637,6712,6865,99701,624363
638,2578,3262,99868,624407
639,6156,9279,100472,624418
640,5774,4353,100924,624534
641,2032,12214,100879,624646
642,8575,11858,101370,625184
643,12084,6273,100917,625578
644,6218,2587,100440,627660
645,6213,12351,101912,628880
646,9739,9424,99650,631381
647,2959,10887,100052,631494
648,11289,10741,100311,631634
649,12446,6974,100114,631713
650,10030,12582,101665,635524
651,8490,3263,98781,638592
652,12416,2129,100496,640897
653,10838,150,98706,641370
654,3064,11844,98952,642709
655,10429,9421,99761,643699
656,4752,3638,100985,644461
657,3161,7164,102415,644590
658,5148,2483,99372,644879
659,6968,8532,100430,645116
660,46,11361,100503,645231
661,10634,7075,101279,645751
662,3161,3189,100255,646724
663,9198,3014,99030,647556
664,7224,10166,98516,647847
665,12471,8450,101443,648139
666,6820,3092,99399,649817
667,1508,10507,101975,649874
668,5869,7300,101718,651951
669,1522,9146,102519,652424
670,11825,3688,99669,654291
671,5121,10672,99922,654411
672,489,2028,99903,656970
673,4762,574,98295,657086
674,8054,4096,99392,661053
675,46,2029,100950,661603
676,8041,10827,99673,662230
677,1010,6389,100656,664057
678,8253,7175,101188,665156
679,11112,5899,100067,665622
680,8569,3531,99957,667173
681,4030,7844,98479,671143
682,6067,10477,101306,672437
683,11858,5382,101749,673610
684,12310,8706,99541,677101
685,2520,189,99524,677931
686,9985,12556,100224,684377
687,5705,5069,100867,685352
688,2453,6419,100242,685972
689,9299,6670,100520,686774
690,5729,8287,100178,686894
691,7453,1967,100124,687761
692,11030,6268,101295,687839
693,2848,5539,100994,688221
694,5535,8235,100147,689438
695,2241,6119,100498,689697
696,174,2036,100072,692064
697,4194,10502,100755,692800
698,3499,8499,100314,693360
699,9990,11052,99201,693790
700,12171,5563,98701,697737
701,6655,8372,99844,698526
702,4355,10386,97995,698861
703,2298,1590,101988,700125
704,8865,3280,100405,700267
705,3841,10391,100920,701317
706,8412,5400,100538,701620
707,4420,5445,100038,702490
708,6212,8595,102167,704321
709,60,11321,101222,704889
710,11421,576,101761,708214
711,6853,7892,101170,709231
712,4154,10743,100674,709284
713,8394,1750,100504,709451
714,2281,1456,100409,709496
715,10017,3041,100034,711335
716,1965,8170,101169,714208
717,11128,11264,99894,714375
718,3693,610,100124,714650
719,9039,3308,101047,714715
720,5828,10776,100906,716049
721,12157,10363,99855,717178
722,2395,3280,99811,717209
723,9639,12318,101211,718289
724,11390,7698,98462,718578
725,7993,3853,102539,718653
726,12518,11536,100310,719366
727,10738,4473,100455,723511
728,10446,9060,101605,723739
729,2380,872,99035,723974
730,7791,1474,99663,724111
731,3528,12467,100273,724800
732,9654,12621,98258,725558
733,454,8837,100004,726045
734,3892,4126,99698,726380
735,3031,10004,102151,727701
736,10426,4691,100924,727965
737,7819,8171,99668,728151
738,384,739,98544,728706
739,2335,9645,98781,729821
740,4194,10346,100221,730505
741,8245,10727,100464,730873
742,7752,1268,100474,731079
743,11822,9673,98553,733093
744,7019,8547,100506,733352
745,3116,2270,98876,733479
746,11078,8083,99702,733732
747,11569,426,100219,736363
748,3014,2834,101720,736513
749,9405,4908,99322,737018
750,6154,3412,98574,737126
751,7030,10052,99890,737798
752,3538,6884,98982,738914
753,4639,6737,98929,738952
754,6104,8340,100062,740171
755,4309,2941,101063,744256
756,6847,363,102076,744548
757,8149,2422,99961,745536
758,12775,8528,99606,745869
759,8507,10417,101366,748769
760,3627,3587,100633,749313
761,7591,7843,101083,755984
762,11155,12614,99453,756254
763,3515,12045,99381,758946
764,3968,7016,100355,759080
765,2454,8242,99320,761793
766,9542,12905,102612,763420
767,12915,5165,99583,764181
768,8444,5677,99543,764509
769,11998,5873,100938,764732
770,11346,3475,98982,765625
771,12197,10635,100309,765887
772,32,12510,98453,766711
773,2939,9549,98383,766938
774,3638,5288,99045,767627
775,8717,8588,99974,767759
776,8073,2361,100516,768318
777,3819,64,98837,768453
778,4166,8181,99661,769398
779,5600,6507,99729,770324
780,8500,7032,100607,770329
781,12594,9563,99932,770348
782,9080,7530,100081,770822
783,5924,9056,99303,771950
784,2548,11821,97911,772920
785,12878,9760,99376,773193
786,8127,5303,98754,774301
787,11034,2648,100679,775152
788,2240,12658,101786,775355
789,9343,8306,101393,775522
790,10083,2958,98387,780073
791,12564,6703,99970,780093
792,9751,8992,101818,780543
793,4772,6366,98644,783810
794,5121,8398,99929,784430
795,7977,3571,100114,784512
796,380,8177,102021,784858
797,3245,7514,100450,786766
798,5729,8653,99428,787039
799,4414,12993,99566,787472
800,12242,2812,99437,788160
801,3063,10685,101823,788964
802,9181,10879,98293,790367
803,5607,11970,99945,791070
804,6869,9702,99108,791699
805,10503,11647,99732,792287
806,9513,12448,100745,793219
807,5665,387,99711,793593
808,63,2694,98774,795635
809,8826,7117,100264,796128
810,8011,2721,99374,796584
811,4729,7481,98947,796862
812,4261,8344,99143,797278
813,3483,619,99104,798565
814,2522,33,97405,799573
815,3562,11453,100928,799613
816,3996,6204,100826,799944
817,7613,4795,99896,800037
818,5382,9203,100533,800421
819,679,1586,100488,800573
820,6557,6143,99774,801944
821,10653,5955,100610,802809
822,8171,9657,100645,803546
823,10882,9268,98084,804277
824,162,9303,99528,805870
825,6870,12101,102175,807827
826,1728,10953,99525,808575
827,5432,9809,100490,810125
828,11115,656,100258,812082
829,1737,12010,98303,815370
830,1093,3620,100529,816144
831,8229,7053,101022,817268
832,450,12635,101095,818153
833,698,8350,99669,818610
834,6628,5522,99848,819443
835,2840,8628,97646,820275
836,12649,7461,100297,820713
837,8690,8503,100795,824482
838,11503,3249,100832,824596
839,4300,2488,99485,828143
840,11113,3282,99625,829119
841,346,5309,99402,830471
842,9691,2288,99005,830979
843,10979,4908,101228,831708
844,1123,7899,101497,831723
845,12446,12791,100199,831900
846,4998,12675,100090,833093
847,8676,11786,98911,838779
848,9973,2415,99723,841930
849,8295,9138,100146,844075
850,12110,3306,100993,845550
851,2354,7438,100570,846478
852,1907,11158,98852,846805
853,10808,11917,98931,847742
854,3717,11201,101322,848557
855,9274,7463,100769,851092
856,4520,9577,98080,852997
857,637,7505,102134,854876
858,3622,11621,102754,855846
859,8551,1735,99760,856035
860,1475,11736,101068,856059
861,9543,8148,99492,856383
862,3265,5304,98648,856506
863,10208,3520,100416,856712
864,4923,8178,99201,857314
865,8072,12114,98338,857515
866,7999,8285,98755,857720
867,11226,6581,101314,858338
868,1256,7461,101237,858364
869,12456,91,99530,860528
870,12045,3495,101694,860605
871,4913,11207,100057,860685
872,4149,9157,100002,863469
873,10899,3383,98875,863513
874,7662,2045,101181,864395
875,7563,2111,99401,864422
876,9906,12190,99862,864731
877,11823,8971,99563,866084
878,3741,5349,99750,866533
879,9488,10503,99178,867148
880,8305,11439,100420,869098
881,749,8400,98749,869948
882,9700,2352,99067,870610
883,11249,11547,99302,873799
884,12548,10541,99788,874051
885,40,10495,99819,874671
886,8500,1661,100931,876019
887,10151,6017,100815,876556
888,3241,9620,99387,877024
889,6554,9845,100792,880847
890,3404,2786,99755,881792
891,7807,7115,99364,883139
892,1319,3187,99411,883231
893,5972,11269,100046,885601
894,9218,8288,98856,886802
895,7140,5139,100592,886908
896,10232,572,99714,887290
897,6851,4475,97854,887384
898,7373,2601,98830,887609
899,7719,5419,99899,890231
900,4537,9127,98668,890429
901,10821,886,102922,893783
902,7753,8210,99447,894120
903,12310,10809,100173,894463
904,7392,1238,101257,894894
905,7111,12479,100133,896094
906,8493,10144,96841,897134
907,4570,7875,99207,897914
908,4354,9493,99681,898050
909,130,4724,98587,899748
910,11027,9769,98924,900005
911,4612,5311,102004,900804
912,853,7903,99731,901989
913,11411,9788,101372,904041
914,11440,3332,99186,906533
915,6982,1961,98450,906774
916,7113,2585,100846,907947
917,3781,749,100190,908172
918,12629,5961,100157,910485
919,8236,1662,99030,912275
920,940,6169,97749,914416
921,1540,6919,101364,915211
922,2452,1460,99626,915418
923,11680,712,98236,916988
924,7223,5184,99350,917099
925,116,5080,100018,918261
926,4531,7617,100210,919821
927,6104,11203,99200,921161
928,7482,3302,99776,921176
929,8635,1375,99063,921502
930,5232,6746,100952,921602
931,5704,1544,99312,922277
932,12371,12863,100115,923652
933,11342,3359,99638,923696
934,1987,1760,101857,925106
935,11765,9483,99017,925523
936,6234,5089,100399,927345
937,3159,4162,100462,929917
938,3547,4489,101535,930130
939,3014,11022,100004,930225
940,6859,1008,100915,930942
941,6212,25,98994,931244
942,3694,10686,100250,931981
943,5419,10259,99857,932038
944,7725,11186,99684,932179
945,9330,9529,101562,934462
946,2333,9755,101479,935363
947,10327,1630,100508,935460
948,8067,11806,101564,936668
949,12394,12845,101212,936793
950,11247,8996,99344,937855
951,4780,12039,101931,938599
952,3943,9443,100266,939031
953,9931,4194,100756,939944
954,2086,12271,99129,942856
955,3250,4995,99057,945710
956,6100,8052,100315,947559
957,2415,10771,99242,948707
958,13010,6381,100119,949380
959,8868,10279,101280,949652
960,6350,6234,99608,950671
961,11014,9639,101780,951261
962,8182,7925,99672,951629
963,7058,7637,99733,952340
964,8639,7344,100396,952550
965,8365,11753,98968,952621
966,12271,11604,98464,954182
967,9774,6698,101056,954310
968,4262,10397,100384,954552
969,10738,427,99303,955286
970,11392,8842,99991,956503
971,5167,11960,98578,956659
972,277,6097,98923,957031
973,3123,6146,100378,959173
974,4864,4075,99676,960468
975,12212,12417,99690,962404
976,12194,12084,102730,963432
977,2633,9585,100389,963916
978,5156,12691,100172,965615
979,7695,9336,100708,965933
980,12746,8527,100065,966191
981,8075,9316,100764,967086
982,7848,4490,99158,967500
983,9722,6436,99655,967650
984,7097,4344,98951,967898
985,10399,6315,99270,968861
986,460,6399,100385,968915
987,3165,11584,99945,968939
988,12091,2579,100433,969018
989,9101,3191,99288,969352
990,9768,9697,99415,969915
991,8209,11362,100198,973771
992,1342,1524,99997,974994
993,11866,12740,100824,976191
994,9950,8882,100450,977778
995,5128,520,99063,978068
996,9048,4357,100284,979190
997,8177,2293,100645,979414
998,11754,8489,100209,979735
999,4293,9608,101041,980724
1000,7525,11649,100080,981260
1001,8227,1793,100668,983347
1002,9948,10508,102789,983951
1003,10043,1273,98061,984296
1004,1569,9305,99494,985083
1005,1747,2957,99231,986273
1006,3388,5801,99653,986763
