id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
97,2,12,9882,93265,94459,0,1,1,0,0,2,1-2-16-30,300
98,7,9,9040,93343,93541,0,0,1,0,0,2,11-24,100
99,11,0,11126,93961,94363,0,1,0,0,0,1,29-5,100
100,11,0,9620,94103,95503,0,1,1,0,0,2,29-14-11-9-6-1,410
101,0,5,10622,95304,95501,0,1,0,0,0,1,4,0
102,6,1,9825,98557,99751,0,1,1,0,0,2,17-3-0-7,300
103,15,0,9604,99399,100000,0,1,0,0,0,1,18-17-3,200
104,9,3,8851,99870,100069,0,1,0,0,0,1,25,0
105,1,5,8437,100783,101379,0,1,0,0,0,1,6-1-4,200
106,0,12,9141,107295,108092,0,1,1,0,0,2,2-16-30,200
107,10,0,10587,108946,109143,0,0,1,0,0,2,26-29-5,200
108,8,2,10019,109017,109420,0,1,0,0,0,1,23-6,100
109,0,8,9039,109444,110037,0,1,0,0,0,1,0-7-22,200
110,4,3,9049,112970,113771,0,1,0,0,0,1,3-0-7-8,210
111,13,7,8183,113693,113890,0,0,1,0,0,2,34-21-8-10,210
112,15,1,10884,113840,115432,0,1,1,0,0,2,18-17-3-0-7,400
113,11,14,9949,113899,113899,0,0,1,0,0,2,29-14-11-9-20,310
114,12,9,10538,114957,117145,0,1,2,0,0,3,31-13-5-0-7-8-24,510
115,8,12,10917,115479,117262,0,0,2,0,0,3,23-6-1-2-16-30,500
116,7,1,10674,115581,115581,0,0,1,0,0,2,11-9,10
117,8,5,8479,117767,118764,0,1,1,0,0,2,23-6-1-4,300
118,11,12,10059,119213,119213,0,0,1,0,0,2,29-12-30,200
119,8,10,9825,119635,121023,0,1,1,0,0,2,23-6-1-4-28-27,500
120,12,2,10481,120111,121109,0,1,1,0,0,2,31-13-5-0,300
121,13,3,7765,120858,121055,0,0,1,0,0,2,34-21-8,110
122,10,5,9906,122813,123212,0,1,0,0,0,1,26-29,100
123,3,4,10504,125598,126392,0,1,0,0,0,1,10-15-5-2,300
124,5,13,12507,127670,128869,0,1,2,0,0,3,14-11-9-20-35,310
125,12,7,11332,131879,132476,0,1,0,0,0,1,31-13-14,200
126,5,11,10672,131942,132140,0,1,0,0,0,1,28,0
127,6,8,9805,133623,134022,0,0,1,0,0,2,13-14-11-9-22,310
128,4,6,10062,134039,134239,0,1,0,0,0,1,16,0
129,10,4,9450,135918,136712,0,1,0,0,0,1,26-29-5-2,300
130,12,9,10154,136465,137461,0,0,2,0,0,3,31-13-5-0-7-8-24,510
131,10,14,10419,137528,138125,0,0,1,0,0,2,26-29-14-11-9-20,410
132,15,8,9193,138415,140612,0,1,2,0,0,3,18-17-3-0-7-22,500
133,14,8,10450,138997,139391,0,1,0,0,0,1,21-22,100
134,13,12,8913,139476,139476,0,0,1,0,0,2,33-16-30,200
135,11,9,9707,139553,139950,0,0,1,0,0,2,29-14-11-24,300
136,13,4,8683,140139,140139,0,0,1,0,0,2,33,0
137,1,10,10479,140648,141649,0,1,0,0,0,1,6-1-4-28-27,400
138,10,13,9948,144214,145214,0,1,0,0,0,1,26-29-5-2-32,400
139,9,6,10868,145270,146068,0,1,0,0,0,1,25-10-15-12,300
140,8,3,10251,147453,147850,0,1,0,0,0,1,23-8,10
141,12,0,8647,147473,147671,0,0,1,0,0,2,31-17-3,200
142,2,9,10910,149942,151134,0,1,1,0,0,2,1-4-14-11-24,400
143,13,4,9572,150151,150351,0,1,0,0,0,1,33,0
144,15,8,7844,150789,151388,0,0,1,0,0,2,18-13-14-11-9-22,410
145,14,11,10453,150952,151153,0,0,2,0,0,3,35-33-3-4-28,400
146,3,6,10919,152833,153429,0,1,0,0,0,1,10-15-12,200
147,13,14,8937,154558,154759,0,1,0,0,0,1,34,0
148,11,2,8597,156662,157256,0,1,0,0,0,1,29-5-0,200
149,10,4,8604,157679,157877,0,0,1,0,0,2,26-29-5-2,300
150,0,1,9910,157860,158256,0,1,0,0,0,1,0-7,100
151,5,4,8414,158507,159702,0,1,1,0,0,2,14-11-9-6-1-2,410
152,14,11,10718,159647,159647,0,0,1,0,0,2,21-8-10-15-28,310
153,15,2,10137,159717,159717,0,0,1,0,0,2,18-17-3-0,300
154,0,14,8642,160143,160742,0,1,0,0,0,1,2-32-34,200
155,11,3,10892,160278,160278,0,0,1,0,0,2,29-14-11,200
156,7,15,10791,160292,160890,0,1,0,0,0,1,15-12-19,200
157,15,11,10067,162370,162962,0,1,0,0,0,1,18-13-28,200
158,10,7,10470,162542,162741,0,0,1,0,0,2,26-29-14,200
159,2,1,10351,162659,162858,0,1,0,0,0,1,7,0
160,0,10,11725,162695,163291,0,1,0,0,0,1,4-28-27,200
161,10,3,10476,162731,163330,0,0,1,0,0,2,26-29-14-11,300
162,11,2,9546,163613,164209,0,1,0,0,0,1,29-5-0,200
163,14,7,10823,165294,165294,0,0,1,0,0,2,21-8-10,110
164,2,0,9204,165734,165932,0,1,0,0,0,1,1,0
165,12,0,11553,167999,168198,0,0,1,0,0,2,31-17-3,200
166,6,11,11405,168745,169142,0,1,0,0,0,1,13-28,100
167,9,10,9031,168869,169869,0,1,0,0,0,1,25-10-15-28-27,400
168,1,0,8253,168874,169274,0,1,0,0,0,1,6-1,100
169,5,1,11057,169582,170177,0,1,0,0,0,1,14-11-9,110
170,8,6,9661,170925,171921,0,1,0,0,0,1,23-8-10-15-12,310
171,10,11,10528,173953,174152,0,1,0,0,0,1,26,0
172,15,2,10855,176343,176343,0,0,1,0,0,2,18-17-3-0,300
173,15,3,9897,177073,177073,0,0,1,0,0,2,18-13-14-11,300
174,9,12,10330,179409,180406,0,1,0,0,0,1,25-10-15-12-30,400
175,4,8,10039,179944,180739,0,1,0,0,0,1,3-0-7-22,300
176,1,8,11842,181145,181344,0,1,0,0,0,1,22,0
177,8,10,8949,181618,183410,0,1,1,0,0,2,23-6-1-4-28-27,500
178,11,14,9538,183072,184069,0,1,0,0,0,1,29-14-11-9-20,310
179,15,14,8935,183773,183773,0,0,1,0,0,2,18-17-32-34,300
180,13,14,9699,184230,184429,0,1,0,0,0,1,34,0
181,0,2,11094,184695,184893,0,1,0,0,0,1,0,0
182,3,4,9232,185150,185946,0,1,0,0,0,1,10-15-5-2,300
183,11,4,8675,185641,186040,0,0,2,0,0,3,29-12-17,200
184,11,13,8373,187127,187327,0,0,1,0,0,2,29-5-2-32,300
185,13,2,10015,189866,190463,0,1,0,0,0,1,33-3-0,200
186,1,11,9717,190431,191227,0,1,0,0,0,1,6-1-4-28,300
187,15,9,10898,190602,190602,0,0,1,0,0,2,18-13-14-11-24,400
188,7,10,10188,190891,190891,0,0,1,0,0,2,15-28-27,200
189,7,9,10270,190986,191381,0,1,0,0,0,1,11-24,100
190,0,8,9294,191229,191827,0,1,0,0,0,1,0-7-22,200
191,5,8,10507,191708,192505,0,1,0,0,0,1,14-11-9-22,210
192,7,1,10770,192090,192090,0,0,1,0,0,2,11-9,10
193,15,5,9531,192726,192726,0,0,1,0,0,2,18-13,100
194,3,2,12175,194477,194874,0,1,0,0,0,1,9-6,100
195,6,7,10124,195522,195917,0,1,0,0,0,1,13-14,100
196,12,2,10720,195536,195734,0,0,1,0,0,2,31-17-3-0,300
197,15,11,11590,196248,196248,0,0,1,0,0,2,18-13-28,200
198,6,7,10487,199476,199875,0,1,0,0,0,1,13-14,100
199,11,12,10617,199480,200076,0,1,0,0,0,1,29-12-30,200
200,5,1,10613,200097,200894,0,1,1,0,0,2,5-0-7,200
201,9,11,9514,200471,201263,0,1,0,0,0,1,25-10-15-28,300
202,2,13,8725,200498,201096,0,1,0,0,0,1,1-2-32,200
203,4,5,9889,201317,201719,0,1,0,0,0,1,3-4,100
204,2,12,9885,202325,203120,0,1,0,0,0,1,1-4-12-30,300
205,7,3,10355,202738,202938,0,1,0,0,0,1,11,0
206,6,7,9778,203091,203496,0,1,0,0,0,1,13-14,100
207,14,8,9495,203592,203792,0,0,1,0,0,2,21-22,100
208,15,1,10166,204719,204719,0,0,1,0,0,2,18-13-14-11-9,310
209,14,5,10480,205137,205936,0,1,0,0,0,1,21-8-10-15,210
210,9,13,9511,206121,206914,0,1,0,0,0,1,25-9-20-35,210
211,0,7,9943,206233,206632,0,1,0,0,0,1,4-14,100
212,2,10,9948,208885,209676,0,1,0,0,0,1,1-4-28-27,300
213,14,10,10804,208898,210085,0,1,0,0,0,1,21-8-10-15-28-27,410
214,9,14,10505,208910,209505,0,1,0,0,0,1,25-9-20,110
215,6,8,11103,209724,210519,0,0,1,0,0,2,13-14-11-9-22,310
216,1,3,11258,209867,210066,0,1,0,0,0,1,8,0
217,11,4,12005,210103,210703,0,1,0,0,0,1,29-5-2,200
218,5,3,9845,210444,210839,0,1,0,0,0,1,14-11,100
219,0,6,9211,210669,211068,0,1,0,0,0,1,4-12,100
220,9,10,9873,215722,216711,0,1,0,0,0,1,25-10-15-28-27,400
221,4,2,10486,216485,216882,0,1,0,0,0,1,3-0,100
222,5,0,10641,218137,218337,0,1,0,0,0,1,5,0
223,15,11,10267,221036,221036,0,0,1,0,0,2,18-13-28,200
224,13,3,8291,223548,224141,0,1,0,0,0,1,34-21-8,110
225,11,4,9998,224053,224648,0,1,0,0,0,1,29-5-2,200
226,13,8,12055,224327,224327,0,0,1,0,0,2,34-21-22,200
227,2,5,10804,224615,225015,0,1,0,0,0,1,1-4,100
228,5,1,8658,224775,225370,0,1,0,0,0,1,14-11-9,110
229,4,11,9899,225312,225906,0,1,0,0,0,1,3-4-28,200
230,8,14,10913,227258,227657,0,1,0,0,0,1,23-20,100
231,0,2,10956,227268,227469,0,1,0,0,0,1,0,0
232,10,8,9431,227438,228631,0,1,0,0,0,1,26-29-14-11-9-22,410
233,2,4,9006,228610,229006,0,1,0,0,0,1,1-2,100
234,15,8,9352,228949,228949,0,0,1,0,0,2,18-13-14-11-9-22,410
235,12,7,10542,229462,230063,0,1,0,0,0,1,31-13-14,200
236,11,15,11380,230385,230986,0,1,0,0,0,1,29-12-19,200
237,5,1,10416,233655,234455,0,1,1,0,0,2,5-0-7,200
238,9,3,9257,235934,236134,0,1,0,0,0,1,25,0
239,6,5,8508,237782,237979,0,1,0,0,0,1,13,0
240,7,6,11537,239689,240083,0,1,0,0,0,1,15-12,100
241,4,11,10040,241270,241866,0,1,0,0,0,1,3-4-28,200
242,6,15,9202,241733,241932,0,1,0,0,0,1,19,0
243,0,6,10013,243174,243774,0,1,1,0,0,2,2-16,100
244,3,2,10214,243216,243613,0,1,0,0,0,1,9-6,100
245,12,8,8331,245231,247022,0,1,1,0,0,2,31-13-5-0-7-22,500
246,2,1,10168,245234,245435,0,1,0,0,0,1,7,0
247,6,9,9909,245997,247586,0,1,1,0,0,2,17-3-0-7-8-24,410
248,3,9,8429,246052,246254,0,1,0,0,0,1,24,0
249,7,5,10450,246663,246862,0,1,0,0,0,1,15,0
250,9,15,12353,249338,249938,0,0,1,0,0,2,25-10-15-12-19,400
251,14,5,9733,249958,250753,0,1,0,0,0,1,21-8-10-15,210
252,9,14,10350,250417,251018,0,1,0,0,0,1,25-9-20,110
253,1,8,8219,250616,250616,0,0,1,0,0,2,22,0
254,14,2,8571,252435,252832,0,1,0,0,0,1,21-6,100
255,0,12,11551,252660,253256,0,1,0,0,0,1,4-12-30,200
256,10,3,9660,253768,254562,0,1,0,0,0,1,26-29-14-11,300
257,15,8,8995,255305,256701,0,0,3,0,0,4,18-13-5-0-7-22,500
258,7,3,10491,255939,256336,0,0,2,0,0,3,15-5-0-7-8,310
259,1,6,9959,256155,257937,0,1,2,0,0,3,6-1-2-16,300
260,0,10,9827,258078,258674,0,1,0,0,0,1,4-28-27,200
261,12,2,8784,258863,259656,0,1,0,0,0,1,31-17-3-0,300
262,6,4,10054,259433,260024,0,1,1,0,0,2,13-5-2,200
263,2,9,9879,259553,260148,0,1,0,0,0,1,7-8-24,110
264,6,12,9754,260042,260243,0,1,0,0,0,1,30,0
265,12,0,8389,261562,262156,0,1,0,0,0,1,31-17-3,200
266,0,4,9838,261629,261828,0,1,0,0,0,1,2,0
267,2,14,10507,262658,263055,0,1,0,0,0,1,7-20,100
268,3,0,11544,262962,263552,0,1,0,0,0,1,9-6-1,200
269,13,10,10021,262974,262974,0,0,1,0,0,2,33-3-4-28-27,400
270,6,13,9953,264129,264921,0,1,1,0,0,2,13-5-2-32,300
271,12,15,9137,264277,264670,0,1,0,0,0,1,31-19,100
272,6,7,10876,265251,265647,0,1,0,0,0,1,13-14,100
273,5,4,9232,267108,267505,0,1,0,0,0,1,5-2,100
274,13,15,10665,267109,267707,0,1,0,0,0,1,33-16-19,200
275,13,11,8143,268113,268113,0,0,1,0,0,2,33-3-4-28,300
276,11,2,10364,268410,269009,0,1,0,0,0,1,29-5-0,200
277,5,14,11171,268680,269671,0,0,3,0,0,4,5-2-32-34,300
278,6,8,10064,268877,269273,0,0,1,0,0,2,13-14-11-9-22,310
279,12,4,10372,269024,269419,0,1,0,0,0,1,31-17,100
280,14,7,9178,269783,270379,0,1,0,0,0,1,21-8-10,110
281,11,14,10225,271262,272260,0,1,0,0,0,1,29-14-11-9-20,310
282,15,10,9524,271506,272298,0,1,0,0,0,1,18-13-28-27,300
283,6,14,10253,272061,272460,0,0,2,0,0,3,13-5-0-7-20,400
284,5,1,9858,272845,273044,0,0,1,0,0,2,14-11-9,110
285,1,0,9209,273692,274089,0,1,0,0,0,1,6-1,100
286,4,3,6450,274131,274932,0,1,0,0,0,1,3-0-7-8,210
287,11,14,10099,278231,279418,0,0,3,0,0,4,29-12-17-32-34,400
288,2,3,10226,279071,279471,0,1,0,0,0,1,7-8,10
289,0,12,10053,279411,280007,0,1,0,0,0,1,4-12-30,200
290,12,0,9655,280345,281144,0,1,1,0,0,2,31-13-5,200
291,10,14,8701,280584,281178,0,0,1,0,0,2,26-29-14-11-9-20,410
292,15,12,9518,284345,284744,0,1,0,0,0,1,18-30,100
293,4,8,9853,287585,288583,0,0,3,0,0,4,16-13-14-11-9-22,410
294,15,3,11485,288124,288720,0,0,1,0,0,2,18-13-14-11,300
295,2,6,9956,288363,288958,0,1,0,0,0,1,1-4-12,200
296,0,10,8821,289533,290134,0,1,0,0,0,1,4-28-27,200
297,12,14,10156,290614,292009,0,1,1,0,0,2,31-13-5-0-7-20,500
298,2,11,8893,290789,291387,0,1,0,0,0,1,1-4-28,200
299,14,8,8834,291470,291668,0,0,1,0,0,2,21-22,100
300,13,12,11546,292848,292848,0,0,1,0,0,2,33-16-30,200
301,1,2,7716,292940,293141,0,1,0,0,0,1,6,0
302,6,9,10875,294671,295068,0,0,1,0,0,2,13-14-11-24,300
303,1,10,10991,295938,296734,0,0,1,0,0,2,6-1-4-28-27,400
304,11,8,10908,296496,296893,0,0,1,0,0,2,29-14-11-9-22,310
305,9,7,9202,297025,297421,0,1,0,0,0,1,25-10,100
306,1,9,10417,298109,298507,0,1,0,0,0,1,8-24,100
307,1,2,10922,303116,303315,0,1,0,0,0,1,6,0
308,15,10,9514,303161,303754,0,0,1,0,0,2,18-13-28-27,300
309,10,15,10102,303171,303974,0,1,0,0,0,1,26-29-12-19,300
310,7,3,12141,303411,303610,0,1,0,0,0,1,11,0
311,9,0,11397,303492,304286,0,1,0,0,0,1,25-9-6-1,210
312,2,7,8956,303515,304109,0,1,0,0,0,1,7-8-10,110
313,15,11,9787,303904,304501,0,1,0,0,0,1,18-13-28,200
314,14,6,9015,305478,306674,0,1,1,0,0,2,21-8-10-15-12,310
315,15,14,12234,306285,306486,0,0,1,0,0,2,18-17-32-34,300
316,8,5,9860,307460,308262,0,1,0,0,0,1,23-8-10-15,210
317,9,12,10041,307511,308504,0,1,0,0,0,1,25-10-15-12-30,400
318,15,11,11942,307663,308259,0,1,0,0,0,1,18-13-28,200
319,1,0,11222,307667,308063,0,1,0,0,0,1,6-1,100
320,1,12,8411,308358,309349,0,1,0,0,0,1,6-1-4-12-30,400
321,11,13,8449,309866,310660,0,1,0,0,0,1,29-5-2-32,300
322,2,13,8209,309939,310534,0,1,0,0,0,1,1-2-32,200
323,8,6,9095,310672,311667,0,1,0,0,0,1,23-8-10-15-12,310
324,11,9,9419,312022,312824,0,1,0,0,0,1,29-14-11-24,300
325,11,6,9687,313204,313597,0,1,0,0,0,1,29-12,100
326,11,2,11369,313968,314564,0,1,0,0,0,1,29-5-0,200
327,7,3,8457,314406,314606,0,1,0,0,0,1,11,0
328,8,9,9399,315233,316830,0,1,1,0,0,2,23-6-1-4-14-11-24,600
329,1,15,7767,316027,317619,0,1,1,0,0,2,6-1-2-16-19,400
330,12,11,8811,316518,317113,0,1,0,0,0,1,31-13-28,200
331,4,1,10116,318325,318922,0,1,0,0,0,1,3-0-7,200
332,13,6,9988,318444,318839,0,1,0,0,0,1,33-16,100
333,6,10,10162,318967,319563,0,1,0,0,0,1,13-28-27,200
334,3,4,10543,319087,319885,0,1,0,0,0,1,10-15-5-2,300
335,0,11,10613,320883,321280,0,1,0,0,0,1,4-28,100
336,11,9,10515,321756,322554,0,1,0,0,0,1,29-14-11-24,300
337,6,8,9543,321873,322864,0,1,0,0,0,1,13-14-11-9-22,310
338,2,7,11047,321998,322791,0,1,1,0,0,2,1-4-14,200
339,10,12,9838,323068,323859,0,1,0,0,0,1,26-29-12-30,300
340,1,2,9688,323128,323328,0,1,0,0,0,1,6,0
341,11,8,10017,323185,324179,0,1,0,0,0,1,29-14-11-9-22,310
342,3,15,10336,323826,324617,0,1,0,0,0,1,10-15-12-19,300
343,2,9,9941,325685,326281,0,1,0,0,0,1,7-8-24,110
344,8,12,10159,327507,328310,0,0,2,0,0,3,23-6-1-2-16-30,500
345,9,11,7896,328182,328977,0,1,0,0,0,1,25-10-15-28,300
346,9,3,10303,328756,328956,0,1,0,0,0,1,25,0
347,2,0,10657,329110,329309,0,1,0,0,0,1,1,0
348,13,1,9188,330673,331468,0,1,1,0,0,2,33-3-0-7,300
349,14,11,10533,330826,332015,0,1,1,0,0,2,21-6-1-4-28,400
350,0,11,7743,331590,331986,0,1,0,0,0,1,4-28,100
351,9,1,10413,332139,332536,0,1,0,0,0,1,25-9,10
352,3,10,10293,332676,333468,0,1,0,0,0,1,10-15-28-27,300
353,15,7,10704,332958,333556,0,1,0,0,0,1,18-13-14,200
354,15,14,10002,334310,334909,0,0,1,0,0,2,18-17-32-34,300
355,11,10,10560,335840,335840,0,0,1,0,0,2,27,0
356,6,1,7369,336158,336955,0,1,0,0,0,1,13-14-11-9,210
357,13,14,9619,336592,336592,0,0,1,0,0,2,34,0
358,2,14,10746,337218,337618,0,1,0,0,0,1,7-20,100
359,15,10,11051,341054,341649,0,0,1,0,0,2,18-13-28-27,300
360,11,10,11043,341454,341454,0,0,1,0,0,2,27,0
361,5,11,9564,342404,342605,0,1,0,0,0,1,28,0
362,13,11,10338,343411,343411,0,0,1,0,0,2,33-3-4-28,300
363,10,4,8776,344250,345041,0,1,0,0,0,1,26-29-5-2,300
364,5,15,9431,344318,344715,0,1,0,0,0,1,12-19,100
365,4,9,9314,344553,344750,0,0,1,0,0,2,32-34-21-8-24,310
366,1,0,8980,345465,346456,0,1,1,0,0,2,8-10-15-5,300
367,0,8,9721,347042,347639,0,1,0,0,0,1,0-7-22,200
368,8,4,9638,347330,348325,0,0,2,0,0,3,23-20-35-33,300
369,0,15,9980,347858,348452,0,1,0,0,0,1,4-12-19,200
370,11,2,9708,348414,349012,0,1,0,0,0,1,29-5-0,200
371,14,11,8302,349842,350836,0,1,0,0,0,1,21-8-10-15-28,310
372,13,1,9609,350173,350173,0,0,1,0,0,2,34-21,100
373,3,0,10868,350544,351140,0,1,0,0,0,1,9-6-1,200
374,3,8,10693,351367,351566,0,0,1,0,0,2,9-22,100
375,2,1,8585,353512,353711,0,1,0,0,0,1,7,0
376,13,4,9688,353593,353593,0,0,1,0,0,2,33,0
377,11,7,11983,353808,354210,0,1,0,0,0,1,29-14,100
378,8,2,10260,354489,354887,0,1,0,0,0,1,23-6,100
379,5,2,10080,355156,355555,0,1,0,0,0,1,5-0,100
380,11,8,11212,355905,356902,0,1,0,0,0,1,29-14-11-9-22,310
381,8,11,10313,357787,358788,0,1,0,0,0,1,23-8-10-15-28,310
382,9,12,10168,361599,362596,0,1,0,0,0,1,25-10-15-12-30,400
383,13,0,12139,362146,362146,0,0,1,0,0,2,33-3,100
384,11,13,11522,363387,363786,0,0,1,0,0,2,29-5-2-32,300
385,0,15,10488,365666,366659,0,0,2,0,0,3,0-7-20-35-33-16-19,600
386,12,15,9298,366601,367002,0,1,0,0,0,1,31-19,100
387,12,3,11652,366798,367593,0,1,0,0,0,1,31-13-14-11,300
388,13,10,9147,367042,367042,0,0,1,0,0,2,33-3-4-28-27,400
389,9,14,9433,368823,369420,0,1,0,0,0,1,25-9-20,110
